"GEOID","EP_POV150","EP_UNEMP","EP_HBURD","EP_NOHSDP","EP_UNINSUR","EP_AGE65","EP_AGE17","EP_DISABL","EP_SNGPNT","EP_LIMENG","EP_MUNIT","EP_MOBILE","EP_CROWD","EP_NOVEH","EP_GROUPQ","EP_NOINT","med_income","med_homeval"
"06001",0.141,0.049,0.235,0.108,0.04,0.146,0.2,0.095,0.046,0.074,0.23,0.012,0.074,0.093,0.021,0.07,112017,870100
"06003",0.183,0.049,0.115,0.067,0.064,0.255,0.228,0.135,0.034,0.017,0.215,0.018,0.02,0.034,0.046,0.101,96000,378200
"06005",0.148,0.06,0.295,0.095,0.048,0.269,0.154,0.181,0.025,0.011,0.037,0.069,0.027,0.054,0.075,0.131,69955,349500
"06007",0.282,0.071,0.323,0.097,0.066,0.182,0.201,0.164,0.05,0.025,0.089,0.111,0.038,0.061,0.029,0.101,59863,325600
"06009",0.214,0.062,0.322,0.074,0.058,0.288,0.168,0.213,0.032,0.006,0.014,0.065,0.02,0.021,0.011,0.143,70119,354600
"06011",0.226,0.074,0.276,0.267,0.091,0.151,0.266,0.131,0.08,0.146,0.022,0.062,0.051,0.046,0.011,0.194,61861,300500
"06013",0.135,0.058,0.224,0.103,0.047,0.164,0.222,0.112,0.057,0.059,0.131,0.015,0.056,0.051,0.01,0.052,110455,689000
"06015",0.253,0.063,0.276,0.168,0.061,0.192,0.211,0.193,0.045,0.016,0.047,0.202,0.03,0.073,0.085,0.102,53280,237700
"06017",0.137,0.046,0.251,0.053,0.042,0.222,0.197,0.123,0.039,0.012,0.044,0.055,0.023,0.038,0.01,0.082,88770,510200
"06019",0.308,0.086,0.336,0.217,0.072,0.125,0.281,0.129,0.087,0.102,0.097,0.04,0.105,0.074,0.019,0.145,61276,288100
"06021",0.259,0.077,0.287,0.222,0.109,0.169,0.265,0.127,0.044,0.08,0.098,0.135,0.041,0.036,0.009,0.14,56332,262600
"06023",0.298,0.092,0.372,0.087,0.061,0.189,0.188,0.179,0.062,0.017,0.045,0.077,0.041,0.07,0.03,0.111,53350,344800
"06025",0.355,0.132,0.348,0.287,0.068,0.132,0.284,0.142,0.098,0.198,0.075,0.099,0.094,0.063,0.046,0.125,49078,219800
"06027",0.197,0.049,0.272,0.069,0.067,0.238,0.204,0.167,0.041,0.009,0.021,0.231,0.021,0.052,0.042,0.175,60925,291400
"06029",0.322,0.084,0.341,0.234,0.078,0.113,0.288,0.114,0.092,0.1,0.063,0.074,0.096,0.064,0.03,0.119,58824,241400
"06031",0.278,0.092,0.311,0.255,0.074,0.105,0.269,0.124,0.084,0.102,0.066,0.043,0.083,0.048,0.085,0.132,63267,243300
"06033",0.285,0.104,0.324,0.134,0.065,0.232,0.213,0.198,0.049,0.031,0.033,0.21,0.041,0.056,0.015,0.161,53399,260600
"06035",0.236,0.079,0.281,0.195,0.074,0.152,0.171,0.179,0.058,0.023,0.034,0.125,0.026,0.051,0.252,0.137,59292,211300
"06037",0.227,0.07,0.339,0.197,0.09,0.142,0.211,0.106,0.059,0.125,0.277,0.016,0.11,0.087,0.02,0.097,76367,647000
"06039",0.309,0.111,0.303,0.279,0.076,0.142,0.273,0.139,0.077,0.124,0.046,0.065,0.109,0.043,0.043,0.109,66709,284800
"06041",0.104,0.058,0.209,0.066,0.037,0.232,0.196,0.096,0.044,0.043,0.13,0.012,0.042,0.046,0.026,0.051,131008,1118300
"06043",0.244,0.062,0.292,0.081,0.072,0.293,0.171,0.189,0.062,0.024,0.033,0.168,0.038,0.052,0.102,0.154,53304,302600
"06045",0.254,0.091,0.334,0.132,0.092,0.233,0.211,0.187,0.07,0.044,0.044,0.099,0.049,0.08,0.027,0.14,56378,417100
"06047",0.3,0.107,0.318,0.286,0.09,0.114,0.292,0.128,0.096,0.137,0.046,0.068,0.086,0.072,0.02,0.108,58861,288400
"06049",0.272,0.076,0.201,0.117,0.087,0.297,0.189,0.174,0.058,0.026,0.028,0.116,0.022,0.057,0.065,0.207,51090,152400
"06051",0.156,0.019,0.221,0.128,0.147,0.157,0.19,0.08,0.016,0.04,0.181,0.063,0.046,0.024,0.034,0.103,71138,390100
"06053",0.215,0.053,0.288,0.266,0.099,0.143,0.258,0.092,0.056,0.169,0.113,0.044,0.14,0.048,0.041,0.081,82013,596400
"06055",0.141,0.052,0.25,0.156,0.061,0.202,0.2,0.122,0.047,0.075,0.104,0.069,0.065,0.049,0.03,0.072,97498,685500
"06057",0.174,0.044,0.319,0.049,0.056,0.284,0.17,0.137,0.032,0.012,0.04,0.051,0.014,0.041,0.014,0.095,74617,474100
"06059",0.161,0.054,0.258,0.132,0.069,0.154,0.214,0.091,0.049,0.088,0.2,0.026,0.088,0.046,0.016,0.063,100485,738100
"06061",0.11,0.043,0.236,0.051,0.033,0.2,0.219,0.112,0.045,0.017,0.077,0.028,0.021,0.038,0.013,0.071,99734,539400
"06063",0.18,0.08,0.238,0.059,0.05,0.296,0.174,0.182,0.03,0.006,0.022,0.1,0.027,0.045,0.022,0.154,57885,268900
"06065",0.197,0.067,0.302,0.169,0.081,0.148,0.246,0.116,0.063,0.075,0.077,0.087,0.074,0.04,0.016,0.082,76066,390400
"06067",0.209,0.063,0.308,0.116,0.052,0.146,0.231,0.123,0.069,0.063,0.132,0.023,0.057,0.062,0.016,0.072,76422,398300
"06069",0.144,0.062,0.223,0.163,0.062,0.132,0.254,0.107,0.066,0.091,0.024,0.036,0.07,0.032,0.006,0.069,95606,623000
"06071",0.235,0.072,0.323,0.186,0.086,0.119,0.259,0.114,0.077,0.075,0.105,0.057,0.091,0.045,0.02,0.093,70287,370700
"06073",0.175,0.063,0.293,0.113,0.073,0.147,0.212,0.104,0.054,0.06,0.223,0.034,0.068,0.054,0.03,0.062,88240,627200
"06075",0.162,0.054,0.211,0.112,0.036,0.167,0.136,0.108,0.029,0.108,0.392,0.001,0.067,0.299,0.027,0.083,126187,1194500
"06077",0.218,0.072,0.293,0.198,0.065,0.13,0.266,0.122,0.077,0.093,0.086,0.033,0.085,0.052,0.023,0.101,74962,391500
"06079",0.182,0.05,0.291,0.079,0.059,0.211,0.174,0.13,0.038,0.03,0.059,0.075,0.036,0.038,0.052,0.085,82514,630600
"06081",0.103,0.045,0.192,0.094,0.038,0.169,0.199,0.087,0.035,0.066,0.221,0.011,0.073,0.056,0.016,0.054,136837,1225900
"06083",0.226,0.06,0.293,0.179,0.096,0.159,0.221,0.109,0.052,0.102,0.142,0.045,0.103,0.063,0.049,0.082,84356,625200
"06085",0.11,0.044,0.183,0.107,0.04,0.141,0.212,0.086,0.041,0.087,0.232,0.028,0.078,0.058,0.02,0.052,140258,1134400
"06087",0.179,0.059,0.252,0.113,0.054,0.177,0.187,0.117,0.044,0.063,0.083,0.063,0.068,0.052,0.051,0.073,96093,826500
"06089",0.216,0.066,0.309,0.081,0.066,0.211,0.216,0.181,0.06,0.01,0.05,0.113,0.031,0.061,0.019,0.111,61937,281600
"06091",0.198,0.056,0.306,0.064,0.109,0.312,0.139,0.148,0.039,0.008,0.013,0.042,0.023,0.03,0.023,0.23,56152,231400
"06093",0.269,0.074,0.307,0.094,0.071,0.264,0.201,0.18,0.045,0.013,0.033,0.124,0.035,0.056,0.018,0.154,49857,229600
"06095",0.148,0.059,0.261,0.111,0.049,0.165,0.22,0.124,0.061,0.049,0.099,0.027,0.052,0.046,0.023,0.069,89648,464000
"06097",0.144,0.052,0.257,0.108,0.056,0.206,0.193,0.118,0.05,0.055,0.104,0.045,0.048,0.048,0.02,0.063,91607,665800
"06099",0.237,0.082,0.317,0.197,0.061,0.133,0.268,0.127,0.074,0.091,0.071,0.044,0.076,0.054,0.011,0.102,68368,338300
"06101",0.236,0.076,0.311,0.204,0.062,0.157,0.255,0.138,0.074,0.096,0.087,0.044,0.065,0.054,0.01,0.124,67003,326300
"06103",0.28,0.074,0.304,0.129,0.066,0.199,0.238,0.187,0.072,0.035,0.029,0.16,0.045,0.062,0.015,0.163,52901,243600
"06105",0.34,0.074,0.242,0.047,0.132,0.277,0.164,0.157,0.054,0.028,0.006,0.157,0.049,0.044,0.019,0.207,42206,300800
"06107",0.315,0.09,0.327,0.265,0.079,0.115,0.302,0.118,0.09,0.127,0.049,0.067,0.096,0.047,0.013,0.143,57394,240600
"06109",0.179,0.083,0.326,0.075,0.06,0.273,0.17,0.213,0.046,0.006,0.03,0.08,0.021,0.055,0.061,0.132,66846,333500
"06111",0.156,0.053,0.256,0.146,0.082,0.163,0.223,0.113,0.048,0.089,0.11,0.041,0.065,0.042,0.017,0.08,94150,633900
"06113",0.247,0.053,0.3,0.121,0.047,0.13,0.205,0.104,0.056,0.063,0.161,0.038,0.064,0.078,0.038,0.089,78386,476000
"06115",0.255,0.074,0.323,0.173,0.069,0.129,0.271,0.16,0.072,0.044,0.074,0.084,0.057,0.064,0.018,0.112,62666,286000
"08001",0.169,0.046,0.291,0.152,0.108,0.108,0.256,0.111,0.072,0.055,0.15,0.06,0.045,0.046,0.007,0.087,78304,360600
"08003",0.285,0.034,0.252,0.102,0.084,0.145,0.239,0.158,0.064,0.023,0.08,0.123,0.022,0.062,0.059,0.106,46217,160400
"08005",0.138,0.046,0.278,0.078,0.087,0.137,0.229,0.105,0.061,0.04,0.231,0.009,0.031,0.05,0.008,0.062,84947,415500
"08007",0.198,0.048,0.307,0.055,0.11,0.27,0.177,0.156,0.035,0.003,0.03,0.085,0.026,0.025,0.013,0.104,62907,356400
"08009",0.336,0.017,0.238,0.142,0.066,0.239,0.222,0.174,0.041,0.002,0.041,0.09,0.02,0.051,0.026,0.191,39891,117900
"08011",0.4,0.055,0.31,0.166,0.07,0.184,0.168,0.21,0.035,0.013,0.031,0.131,0.037,0.079,0.254,0.186,40972,88900
"08013",0.163,0.044,0.28,0.043,0.044,0.153,0.181,0.085,0.044,0.013,0.192,0.024,0.016,0.052,0.039,0.058,92466,575700
"08014",0.076,0.032,0.191,0.037,0.052,0.147,0.215,0.079,0.047,0.013,0.247,0.022,0.012,0.036,0.005,0.049,107570,482100
"08015",0.203,0.06,0.287,0.07,0.082,0.263,0.15,0.13,0.079,0.016,0.014,0.089,0.035,0.04,0.075,0.163,61216,416100
"08017",0.185,0.021,0.142,0.07,0.072,0.2,0.25,0.112,0.02,0.021,0.003,0.087,0.004,0.008,0.025,0.123,69063,157500
"08019",0.134,0.047,0.263,0.034,0.092,0.211,0.118,0.121,0.026,0.009,0.046,0.048,0.017,0.04,0.011,0.085,76313,471400
"08021",0.314,0.072,0.209,0.102,0.144,0.195,0.256,0.185,0.04,0.013,0.01,0.171,0.056,0.065,0.011,0.227,38536,129600
"08023",0.385,0.066,0.261,0.117,0.08,0.278,0.179,0.264,0.095,0.036,0.003,0.16,0.026,0.053,0.005,0.169,35000,123000
"08025",0.324,0.072,0.256,0.19,0.066,0.144,0.145,0.213,0.1,0.012,0.027,0.167,0.016,0.057,0.231,0.199,37870,71200
"08027",0.215,0.049,0.182,0.031,0.109,0.297,0.173,0.142,0.006,0.001,0.007,0.063,0.043,0.025,0.005,0.191,59877,262700
"08029",0.239,0.044,0.254,0.1,0.11,0.269,0.196,0.194,0.039,0.013,0.011,0.135,0.014,0.042,0.038,0.218,51803,268400
"08031",0.18,0.047,0.294,0.095,0.091,0.12,0.187,0.099,0.051,0.042,0.389,0.003,0.03,0.099,0.021,0.085,78177,459100
"08033",0.191,0.031,0.126,0.047,0.083,0.357,0.145,0.08,0.035,0.074,0.016,0.255,0.021,0.05,0,0.335,62500,181400
"08035",0.051,0.034,0.163,0.021,0.036,0.129,0.245,0.075,0.044,0.008,0.14,0.003,0.015,0.021,0.003,0.026,127443,540400
"08037",0.133,0.044,0.274,0.076,0.104,0.136,0.207,0.062,0.045,0.053,0.275,0.057,0.035,0.04,0.002,0.049,91338,640400
"08039",0.091,0.023,0.149,0.033,0.05,0.175,0.21,0.081,0.02,0.006,0.001,0.029,0.009,0.011,0.002,0.054,114904,538800
"08041",0.162,0.057,0.285,0.052,0.075,0.133,0.235,0.125,0.059,0.011,0.13,0.029,0.022,0.036,0.028,0.061,75909,331400
"08043",0.243,0.048,0.272,0.102,0.069,0.219,0.161,0.189,0.048,0.007,0.047,0.137,0.018,0.052,0.174,0.174,53411,217500
"08045",0.145,0.032,0.251,0.107,0.175,0.136,0.246,0.091,0.06,0.062,0.073,0.11,0.028,0.045,0.017,0.102,77212,383600
"08047",0.142,0.021,0.299,0.056,0.087,0.159,0.179,0.12,0.053,0,0.029,0.019,0.019,0.052,0.021,0.101,96784,411500
"08049",0.143,0.046,0.252,0.053,0.123,0.193,0.171,0.067,0.02,0.007,0.166,0.042,0.012,0.025,0.021,0.089,69353,374800
"08051",0.16,0.036,0.251,0.017,0.072,0.14,0.158,0.074,0.029,0.007,0.093,0.045,0.027,0.021,0.059,0.068,63341,435800
"08053",0.105,0.019,0.259,0.015,0.126,0.34,0.111,0.172,0.071,0,0.003,0.051,0.015,0.015,0,0.09,45714,338600
"08055",0.246,0.064,0.279,0.071,0.061,0.331,0.158,0.206,0.035,0.007,0.017,0.106,0.011,0.053,0.028,0.245,45724,193200
"08057",0.329,0.082,0.226,0.143,0.1,0.314,0.18,0.127,0.026,0.002,0,0.145,0.005,0.059,0.013,0.188,44667,239100
"08059",0.111,0.039,0.227,0.048,0.052,0.171,0.19,0.105,0.045,0.011,0.165,0.009,0.015,0.039,0.015,0.061,93933,463400
"08061",0.289,0,0.287,0.088,0.084,0.218,0.241,0.096,0.024,0.027,0.032,0.096,0,0.027,0.031,0.167,45476,105500
"08063",0.226,0.026,0.251,0.123,0.121,0.2,0.257,0.159,0.061,0.012,0.029,0.13,0.015,0.057,0.017,0.116,52917,161100
"08065",0.13,0.024,0.216,0.057,0.164,0.142,0.167,0.11,0.026,0.047,0.016,0.091,0.012,0.035,0.02,0.124,73099,262800
"08067",0.188,0.032,0.254,0.042,0.095,0.19,0.182,0.101,0.042,0.003,0.088,0.124,0.026,0.02,0.033,0.146,75089,430200
"08069",0.166,0.046,0.271,0.037,0.059,0.164,0.188,0.1,0.033,0.01,0.127,0.034,0.014,0.038,0.028,0.077,80664,420200
"08071",0.287,0.074,0.294,0.115,0.089,0.251,0.183,0.233,0.056,0.016,0.02,0.098,0.02,0.084,0.048,0.167,45118,168100
"08073",0.223,0.023,0.238,0.113,0.081,0.173,0.172,0.15,0.035,0.011,0.051,0.103,0.008,0.053,0.24,0.22,46894,163900
"08075",0.266,0.032,0.236,0.089,0.072,0.184,0.193,0.149,0.048,0.012,0.064,0.101,0.04,0.058,0.073,0.134,50998,177100
"08077",0.198,0.053,0.284,0.077,0.099,0.2,0.21,0.153,0.066,0.01,0.058,0.093,0.02,0.053,0.025,0.097,62127,264100
"08079",0.152,0.048,0.316,0.022,0.145,0.271,0.12,0.113,0.01,0,0,0.091,0.012,0.029,0.011,0.096,55556,354400
"08081",0.251,0.054,0.276,0.087,0.101,0.152,0.253,0.15,0.088,0.023,0.072,0.178,0.028,0.062,0.011,0.145,58583,201700
"08083",0.227,0.044,0.248,0.087,0.112,0.236,0.211,0.15,0.055,0.008,0.021,0.189,0.031,0.045,0.013,0.194,58335,243500
"08085",0.194,0.043,0.252,0.107,0.133,0.249,0.206,0.133,0.052,0.04,0.026,0.194,0.006,0.028,0.015,0.161,57225,264900
"08087",0.211,0.037,0.267,0.173,0.116,0.157,0.259,0.101,0.08,0.068,0.066,0.111,0.051,0.054,0.018,0.095,62914,239800
"08089",0.388,0.059,0.275,0.12,0.08,0.211,0.234,0.204,0.052,0.018,0.058,0.083,0.033,0.086,0.025,0.206,45826,107500
"08091",0.116,0.042,0.232,0.025,0.146,0.361,0.128,0.151,0.013,0.002,0.016,0.07,0.02,0.018,0,0.12,67228,528000
"08093",0.138,0.039,0.195,0.024,0.088,0.22,0.149,0.113,0.025,0.002,0,0.046,0.004,0.014,0.007,0.104,77775,395800
"08095",0.263,0.014,0.255,0.109,0.08,0.183,0.254,0.133,0.02,0.051,0.016,0.092,0.008,0.053,0.018,0.214,50951,213400
"08097",0.105,0.021,0.27,0.018,0.044,0.203,0.158,0.089,0.039,0.004,0.245,0.041,0.023,0.024,0.01,0.055,92708,730300
"08099",0.309,0.044,0.277,0.145,0.105,0.18,0.261,0.175,0.064,0.029,0.055,0.149,0.045,0.066,0.031,0.174,44984,108400
"08101",0.26,0.059,0.301,0.1,0.063,0.189,0.222,0.185,0.075,0.011,0.079,0.052,0.022,0.079,0.03,0.156,53430,190000
"08103",0.221,0.061,0.217,0.078,0.093,0.16,0.24,0.165,0.054,0.009,0.045,0.066,0.018,0.021,0.053,0.08,58239,220100
"08105",0.202,0.06,0.186,0.099,0.142,0.209,0.21,0.17,0.085,0.016,0.024,0.13,0.025,0.069,0.02,0.222,50287,180600
"08107",0.128,0.029,0.258,0.03,0.085,0.169,0.176,0.068,0.056,0.01,0.225,0.053,0.014,0.02,0.017,0.08,83725,570600
"08109",0.325,0.1,0.231,0.115,0.111,0.256,0.191,0.153,0.06,0.025,0.006,0.182,0.017,0.015,0.006,0.208,48413,161000
"08111",0.264,0.073,0.261,0.043,0.165,0.241,0.125,0.062,0.042,0.052,0.159,0.081,0,0.039,0,0.214,63333,330000
"08113",0.202,0.037,0.27,0.018,0.103,0.165,0.163,0.053,0.05,0.029,0.279,0.028,0.032,0.063,0.002,0.117,70965,479500
"08115",0.26,0.033,0.276,0.087,0.078,0.251,0.222,0.193,0.069,0.015,0.044,0.041,0.011,0.065,0.019,0.147,44405,116700
"08117",0.143,0.037,0.222,0.058,0.11,0.149,0.161,0.062,0.028,0.028,0.375,0.01,0.048,0.03,0.016,0.057,93505,641900
"08119",0.132,0.038,0.275,0.03,0.07,0.237,0.167,0.138,0.017,0.001,0.028,0.07,0.014,0.011,0.004,0.092,68677,328900
"08121",0.194,0.035,0.208,0.095,0.046,0.213,0.221,0.119,0.05,0.014,0.014,0.09,0.02,0.038,0.044,0.138,54141,173000
"08123",0.166,0.049,0.253,0.117,0.085,0.125,0.257,0.112,0.057,0.039,0.075,0.065,0.032,0.035,0.019,0.087,80843,352000
"08125",0.216,0.057,0.249,0.152,0.154,0.181,0.266,0.083,0.046,0.074,0.01,0.126,0.059,0.027,0.016,0.125,56327,184400
"09001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101194,443100
"09003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80320,249000
"09005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84797,270000
"09007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90833,298300
"09009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75043,259400
"09011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79040,257600
"09013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88525,264500
"09015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71418,217300
"10001",0.201,0.06,0.286,0.111,0.069,0.176,0.229,0.166,0.077,0.017,0.078,0.111,0.017,0.068,0.025,0.106,63715,238700
"10003",0.165,0.054,0.251,0.075,0.053,0.162,0.213,0.124,0.068,0.021,0.141,0.02,0.017,0.07,0.027,0.082,78428,275600
"10005",0.185,0.05,0.24,0.099,0.069,0.292,0.181,0.145,0.052,0.026,0.046,0.141,0.022,0.036,0.011,0.115,68886,285100
"11001",0.206,0.071,0.263,0.073,0.034,0.126,0.185,0.11,0.065,0.021,0.482,0.001,0.037,0.357,0.043,0.109,93547,635900
"12001",0.284,0.051,0.326,0.064,0.079,0.147,0.177,0.115,0.052,0.011,0.204,0.066,0.02,0.071,0.066,0.125,53314,210800
"12003",0.215,0.049,0.205,0.149,0.113,0.149,0.235,0.154,0.071,0.003,0.006,0.348,0.022,0.04,0.106,0.137,63860,172300
"12005",0.209,0.04,0.295,0.096,0.137,0.181,0.208,0.195,0.067,0.018,0.209,0.118,0.028,0.04,0.015,0.094,60473,209900
"12007",0.284,0.058,0.284,0.179,0.109,0.178,0.197,0.181,0.079,0.001,0.049,0.295,0.02,0.07,0.135,0.165,48803,127400
"12009",0.18,0.049,0.263,0.073,0.1,0.24,0.181,0.163,0.044,0.013,0.128,0.072,0.015,0.047,0.012,0.086,63632,235500
"12011",0.209,0.058,0.366,0.1,0.139,0.173,0.209,0.111,0.069,0.074,0.358,0.027,0.044,0.069,0.009,0.101,64522,299700
"12013",0.336,0.037,0.201,0.207,0.196,0.183,0.195,0.241,0.07,0.007,0.007,0.345,0.04,0.068,0.131,0.21,38098,103100
"12015",0.189,0.057,0.27,0.081,0.102,0.403,0.118,0.217,0.035,0.013,0.094,0.11,0.013,0.045,0.021,0.101,57887,226700
"12017",0.244,0.072,0.235,0.096,0.108,0.364,0.148,0.217,0.037,0.008,0.014,0.207,0.013,0.047,0.018,0.116,48664,158800
"12019",0.167,0.043,0.218,0.075,0.087,0.165,0.229,0.134,0.062,0.014,0.046,0.125,0.02,0.036,0.008,0.061,74059,212200
"12021",0.173,0.043,0.287,0.105,0.118,0.328,0.167,0.114,0.042,0.074,0.274,0.049,0.04,0.046,0.012,0.093,75543,374700
"12023",0.282,0.069,0.212,0.142,0.132,0.196,0.221,0.202,0.062,0.007,0.043,0.362,0.036,0.045,0.064,0.153,47750,151400
"12027",0.401,0.097,0.24,0.269,0.196,0.223,0.183,0.19,0.083,0.058,0.021,0.307,0.06,0.062,0.093,0.239,39945,112600
"12029",0.327,0.051,0.156,0.192,0.16,0.237,0.178,0.257,0.028,0.007,0.002,0.506,0.048,0.051,0.092,0.276,44287,84600
"12031",0.233,0.047,0.315,0.093,0.117,0.147,0.224,0.13,0.079,0.027,0.193,0.04,0.023,0.071,0.024,0.107,59541,211200
"12033",0.239,0.062,0.293,0.092,0.116,0.175,0.208,0.168,0.07,0.013,0.112,0.059,0.02,0.069,0.057,0.12,56605,171900
"12035",0.174,0.038,0.271,0.077,0.113,0.309,0.164,0.154,0.042,0.023,0.069,0.04,0.006,0.036,0.006,0.178,62305,247000
"12037",0.335,0.089,0.223,0.196,0.177,0.253,0.157,0.233,0.031,0.014,0.022,0.167,0.021,0.066,0.126,0.152,52679,198500
"12039",0.355,0.043,0.236,0.197,0.142,0.192,0.221,0.199,0.084,0.025,0.011,0.274,0.02,0.098,0.084,0.281,42661,105600
"12041",0.237,0.031,0.164,0.14,0.135,0.201,0.199,0.202,0.073,0.017,0.002,0.485,0.028,0.075,0.055,0.216,50983,137900
"12043",0.369,0.054,0.228,0.269,0.209,0.268,0.145,0.192,0.042,0.057,0,0.508,0.05,0.02,0.119,0.249,38088,79000
"12045",0.234,0.043,0.23,0.143,0.093,0.233,0.149,0.23,0.055,0.005,0.025,0.184,0.023,0.04,0.175,0.162,53812,190700
"12047",0.372,0.092,0.229,0.229,0.151,0.19,0.201,0.194,0.079,0.016,0.012,0.428,0.032,0.06,0.199,0.256,39346,87000
"12049",0.416,0.087,0.257,0.221,0.145,0.157,0.254,0.143,0.074,0.071,0.029,0.242,0.078,0.049,0.077,0.257,41395,101100
"12051",0.377,0.058,0.305,0.305,0.217,0.134,0.254,0.122,0.098,0.136,0.015,0.34,0.038,0.073,0.056,0.194,38843,116900
"12053",0.23,0.059,0.249,0.106,0.126,0.268,0.184,0.19,0.048,0.014,0.028,0.159,0.014,0.051,0.011,0.1,53301,173700
"12055",0.272,0.068,0.213,0.138,0.131,0.357,0.168,0.203,0.046,0.036,0.029,0.231,0.027,0.052,0.02,0.172,46895,131900
"12057",0.221,0.048,0.31,0.107,0.119,0.146,0.218,0.118,0.07,0.065,0.177,0.065,0.03,0.059,0.018,0.08,64164,251200
"12059",0.296,0.047,0.197,0.173,0.163,0.202,0.205,0.188,0.071,0.007,0.006,0.365,0.027,0.051,0.088,0.237,41809,85000
"12061",0.185,0.059,0.249,0.086,0.111,0.339,0.153,0.162,0.044,0.017,0.142,0.071,0.012,0.043,0.01,0.129,61594,242100
"12063",0.312,0.047,0.215,0.158,0.098,0.211,0.187,0.201,0.085,0.012,0.007,0.279,0.012,0.052,0.149,0.209,43416,104800
"12065",0.267,0.067,0.188,0.149,0.1,0.241,0.172,0.202,0.053,0.006,0.004,0.396,0.008,0.07,0.083,0.242,53080,153400
"12067",0.354,0.086,0.187,0.215,0.151,0.192,0.182,0.21,0.037,0.02,0.008,0.4,0.056,0.018,0.167,0.14,56458,102400
"12069",0.183,0.055,0.268,0.096,0.104,0.267,0.19,0.163,0.041,0.023,0.067,0.173,0.017,0.041,0.011,0.096,60013,223000
"12071",0.196,0.045,0.293,0.099,0.128,0.289,0.172,0.138,0.046,0.057,0.166,0.096,0.022,0.051,0.015,0.098,63235,248300
"12073",0.264,0.057,0.333,0.067,0.082,0.141,0.184,0.119,0.075,0.009,0.209,0.076,0.02,0.069,0.061,0.095,57359,223400
"12075",0.278,0.044,0.216,0.124,0.156,0.247,0.195,0.199,0.056,0.021,0.012,0.435,0.036,0.047,0.009,0.231,43029,130200
"12077",0.305,0.082,0.194,0.19,0.108,0.138,0.192,0.242,0.1,0.006,0.002,0.405,0.014,0.077,0.187,0.244,42438,102500
"12079",0.338,0.027,0.245,0.198,0.128,0.224,0.18,0.157,0.063,0.009,0.009,0.377,0.018,0.095,0.106,0.305,39503,89000
"12081",0.196,0.052,0.276,0.093,0.121,0.282,0.176,0.146,0.037,0.03,0.143,0.14,0.021,0.04,0.012,0.1,64964,267300
"12083",0.25,0.059,0.255,0.108,0.124,0.289,0.186,0.164,0.053,0.021,0.034,0.19,0.022,0.049,0.023,0.114,50808,160300
"12085",0.172,0.044,0.247,0.076,0.096,0.318,0.16,0.142,0.033,0.023,0.146,0.091,0.01,0.049,0.025,0.094,69769,306700
"12086",0.263,0.046,0.397,0.173,0.15,0.166,0.201,0.102,0.074,0.206,0.393,0.013,0.065,0.097,0.017,0.153,57815,332800
"12087",0.18,0.034,0.303,0.078,0.154,0.235,0.157,0.108,0.045,0.061,0.129,0.088,0.045,0.067,0.02,0.125,73153,613400
"12089",0.137,0.041,0.207,0.082,0.079,0.23,0.195,0.174,0.048,0.004,0.065,0.19,0.012,0.03,0.01,0.071,77504,264100
"12091",0.181,0.033,0.279,0.07,0.114,0.163,0.223,0.156,0.057,0.018,0.17,0.046,0.021,0.037,0.025,0.094,67390,248400
"12093",0.3,0.061,0.242,0.201,0.179,0.193,0.214,0.179,0.074,0.041,0.023,0.375,0.048,0.032,0.068,0.189,47020,125700
"12095",0.232,0.055,0.338,0.106,0.126,0.124,0.216,0.112,0.069,0.072,0.231,0.032,0.037,0.052,0.027,0.079,65784,276900
"12097",0.241,0.053,0.376,0.123,0.118,0.132,0.241,0.139,0.074,0.1,0.137,0.07,0.046,0.045,0.005,0.097,58513,238700
"12099",0.193,0.058,0.319,0.11,0.135,0.244,0.188,0.124,0.053,0.075,0.25,0.027,0.033,0.06,0.017,0.106,68874,316600
"12101",0.202,0.053,0.276,0.093,0.112,0.222,0.202,0.164,0.055,0.023,0.064,0.18,0.015,0.048,0.014,0.118,58084,193000
"12103",0.195,0.046,0.304,0.075,0.108,0.256,0.157,0.155,0.048,0.023,0.244,0.09,0.019,0.069,0.024,0.119,60451,238400
"12105",0.257,0.046,0.286,0.131,0.13,0.199,0.219,0.141,0.062,0.049,0.06,0.205,0.033,0.052,0.021,0.148,55099,177900
"12107",0.39,0.089,0.251,0.176,0.166,0.235,0.213,0.184,0.064,0.03,0.024,0.422,0.026,0.075,0.019,0.173,39975,111200
"12109",0.118,0.044,0.213,0.05,0.072,0.207,0.215,0.105,0.043,0.01,0.088,0.055,0.01,0.024,0.011,0.071,88794,348100
